Id,Prediction
263,4263629.0
264,1763231.0
265,4052733.0
266,4651866.0
267,7201784.0
268,5017319.0
269,4066618.0
270,5337526.0
271,3780019.0
272,3939804.0
273,3248660.0
274,6923131.0
275,3410878.0
276,3745135.0
277,7592272.0
278,2021934.0
279,3261924.0
280,9262754.0
281,6941173.0
282,4590423.0
283,4429512.0
284,2544857.0
285,1734634.0
286,3745135.0
287,4286645.0
288,5444227.0
289,6313221.0
290,3982767.0
291,5653753.0
292,4067566.0
293,3818055.0
294,1619683.0
295,7865428.0
296,2738052.0
297,2390534.0
298,2025297.0
299,2390534.0
300,4155435.0
301,6313221.0
302,2525375.0
303,2371202.0
304,3028267.0
305,4780607.0
306,6941173.0
307,19696939.0
308,1756069.0
309,3780019.0
310,3004429.0
311,1882131.0
312,3004429.0
313,4286645.0
314,5653753.0
315,3956086.0
316,2738052.0
317,3903884.0
318,9262754.0
319,7201784.0
320,4155435.0
321,2371202.0
322,2083447.0
323,3347767.0
324,3727364.0
325,5444227.0
326,3410878.0
327,3745135.0
328,1734634.0
329,13575224.0
330,3347767.0
331,2525375.0
332,4429512.0
333,3903884.0
334,2058644.0
335,6694797.0
336,1763231.0
337,1882131.0
338,6941173.0
339,6923131.0
340,5595267.0
341,8894598.0
342,4780607.0
343,4888774.0
344,1270499.0
345,3810007.0
346,2267425.0
347,2021934.0
348,4491607.0
349,4316715.0
350,5595267.0
351,4100886.0
352,3727364.0
353,4052733.0
354,2344689.0
355,5966193.0
356,3745135.0
357,4052733.0
358,5595267.0
359,4491607.0
360,3164972.0
361,4590423.0
362,3778621.0
363,4952497.0
364,16549064.0
365,2058644.0
366,1763231.0
367,2025297.0
368,3273041.0
369,2544857.0
370,6923131.0
371,4155435.0
372,2732645.0
373,6836483.0
374,3351383.0
375,4066618.0
376,1619683.0
377,3778621.0
378,3818055.0
379,2058644.0
380,5017319.0
381,3810007.0
382,2390534.0
383,7592272.0
384,5525735.0
385,5906596.0
386,3939804.0
387,3939804.0
388,7201784.0
389,4286645.0
390,2390534.0
391,5017319.0
392,4807746.0
393,3727364.0
394,8904084.0
395,1149870.0
396,3727364.0
397,4067566.0
398,7217634.0
399,7201784.0
400,3008199.0
401,1270499.0
402,5444227.0
403,1149870.0
404,3351383.0
405,7201784.0
406,3727364.0
407,4015749.0
408,1763231.0
409,1763231.0
410,4067566.0
411,3818055.0
412,2738052.0
413,2954086.0
414,2954086.0
415,3956086.0
416,4705945.0
417,2993069.0
418,1756069.0
419,7217634.0
420,4067566.0
421,4155435.0
422,3570392.0
423,2738052.0
424,6363241.0
425,2544857.0
426,4250553.0
427,4015749.0
428,4780607.0
429,4952497.0
430,3447890.0
431,3376145.0
432,3376145.0
433,2525375.0
434,3351383.0
435,3753720.0
436,6941173.0
437,2732645.0
438,1734634.0
439,9262754.0
440,4705945.0
441,4807746.0
442,2055379.0
443,4554237.0
444,6313221.0
445,3347767.0
446,13575224.0
447,7592272.0
448,4015749.0
449,16549064.0
450,4155435.0
451,1270499.0
452,3028267.0
453,3752885.0
454,5166635.0
455,3447890.0
456,2055379.0
457,3807496.0
458,2954086.0
459,1763231.0
460,2344689.0
461,4491607.0
462,2058644.0
463,2344689.0
464,7201784.0
465,3351383.0
466,4264176.0
467,9262754.0
468,2792031.0
469,5444227.0
470,2344689.0
471,2954086.0
472,1763231.0
473,3600467.0
474,4888774.0
475,3376145.0
476,1882131.0
477,2551252.0
478,2344689.0
479,3258837.0
480,4952255.0
481,4052733.0
482,9652350.0
483,2058644.0
484,4705945.0
485,3351383.0
486,7592272.0
487,1149870.0
488,3778621.0
489,2344689.0
490,5337526.0
491,1763231.0
492,2058644.0
493,4952255.0
494,2544857.0
495,5286212.0
496,2021934.0
497,4705945.0
498,3351383.0
499,4807746.0
500,3818055.0
501,2371202.0
502,7592272.0
503,4554237.0
504,2021934.0
505,3351383.0
506,3982767.0
507,6313221.0
508,5161370.0
509,7865428.0
510,2738052.0
511,3410878.0
512,1619683.0
513,6836483.0
514,3004429.0
515,1763231.0
516,4888774.0
517,7865428.0
518,3261924.0
519,2058644.0
520,8904084.0
521,6941173.0
522,4155435.0
523,6412623.0
524,2344689.0
525,7201784.0
526,3347767.0
527,4780607.0
528,7592272.0
529,2390534.0
530,7592272.0
531,3780019.0
532,4888774.0
533,5787594.0
534,7217634.0
535,2344689.0
536,6313221.0
537,4015749.0
538,2371202.0
539,2383840.0
540,3903884.0
541,2954086.0
542,4807746.0
543,2021934.0
544,5435276.0
545,2371202.0
546,4067566.0
547,9652350.0
548,3410878.0
549,3004429.0
550,2371202.0
551,2058644.0
552,2371202.0
553,3752885.0
554,3351383.0
555,3727364.0
556,2993069.0
557,4015749.0
558,3452382.0
559,4066618.0
560,7495092.0
561,3939804.0
562,3376145.0
563,4350573.0
564,4590423.0
565,6923131.0
566,3376145.0
567,3376145.0
568,3753720.0
569,5444227.0
570,3347767.0
571,4554237.0
572,2021934.0
573,3778621.0
574,2055379.0
575,2792031.0
576,13575224.0
577,4467728.0
578,2675511.0
579,3426169.0
580,2344689.0
581,1763231.0
582,8630682.0
583,3351383.0
584,4780607.0
585,2058644.0
586,4590423.0
587,4067566.0
588,2058644.0
589,4136425.0
590,3376145.0
591,2383840.0
592,2738052.0
593,5787594.0
594,1882131.0
595,1763231.0
596,4052733.0
597,6941173.0
598,4888774.0
599,3818055.0
600,1149870.0
601,2738052.0
602,2018785.0
603,3004429.0
604,3376145.0
605,1734634.0
606,4952497.0
607,1270499.0
608,1882131.0
609,9262754.0
610,6412623.0
611,3004429.0
612,3351383.0
613,2021934.0
614,3780019.0
615,3351383.0
616,3351383.0
617,2156098.0
618,5906596.0
619,4882985.0
620,3982767.0
621,3347767.0
622,4780607.0
623,5595267.0
624,7495092.0
625,2740687.0
626,3939804.0
627,3028267.0
628,8213524.0
629,7201784.0
630,4052733.0
631,3753720.0
632,6313221.0
633,4067566.0
634,1734634.0
635,3745135.0
636,2738052.0
637,8894598.0
638,5444227.0
639,3745135.0
640,2954086.0
641,4888774.0
642,2058644.0
643,4350573.0
644,8894598.0
645,1763231.0
646,4807746.0
647,3376145.0
648,4136425.0
649,4952255.0
650,2083447.0
651,3807496.0
652,1149870.0
653,2390534.0
654,3778621.0
655,3248660.0
656,1734634.0
657,5906596.0
658,4467728.0
659,4250553.0
660,4554237.0
661,4052733.0
662,2525375.0
663,1882131.0
664,3376145.0
665,5653753.0
666,3818055.0
667,5337526.0
668,4491607.0
669,3778621.0
670,4705945.0
671,9652350.0
672,3600467.0
673,3939804.0
674,4705945.0
675,1734634.0
676,3784230.0
677,4066618.0
678,3570392.0
679,2058644.0
680,1270499.0
681,3727364.0
682,4067566.0
683,6782425.0
684,2383840.0
685,4705945.0
686,2344689.0
687,1763231.0
688,3956086.0
689,4888774.0
690,4882985.0
691,4590423.0
692,2390534.0
693,4491607.0
694,2993069.0
695,3745135.0
696,4067566.0
697,8904084.0
698,3261924.0
699,3447890.0
700,6941173.0
701,2097022.0
702,3347767.0
703,1756069.0
704,6941173.0
705,3778621.0
706,9652350.0
707,3903884.0
708,4491607.0
709,3376145.0
710,2544857.0
711,5444227.0
712,4067566.0
713,3778621.0
714,3258837.0
715,3600467.0
716,3261924.0
717,3258837.0
718,3810007.0
719,7201784.0
720,4705945.0
721,6836483.0
722,5525735.0
723,3376145.0
724,7592272.0
725,2544857.0
726,3004429.0
727,3258837.0
728,5444227.0
729,3351383.0
730,4067566.0
731,4888774.0
732,1999097.0
733,16549064.0
734,2954086.0
735,2344689.0
736,1763231.0
737,2544857.0
738,2390534.0
739,2097022.0
740,9652350.0
741,7201784.0
742,4286645.0
743,3028267.0
744,4554237.0
745,4350573.0
746,3376145.0
747,4052733.0
748,3745135.0
749,2390534.0
750,5966193.0
751,1756069.0
752,3727364.0
753,8213524.0
754,1270499.0
755,3810007.0
756,4067566.0
757,4350573.0
758,6941173.0
759,3753720.0
760,3351383.0
761,1763231.0
762,3807496.0
763,3752885.0
764,3818055.0
765,3939804.0
766,3351383.0
767,6923131.0
768,2993069.0
769,4350573.0
770,2544857.0
771,4015749.0
772,4066618.0
773,5906596.0
774,3351383.0
775,3004429.0
776,3351383.0
777,4067566.0
778,4888774.0
779,2371202.0
780,2383840.0
781,9652350.0
782,5525735.0
783,4491607.0
784,3570392.0
785,8630682.0
786,4052733.0
787,7592272.0
788,2344689.0
789,2267425.0
790,3376145.0
791,3939804.0
792,1734634.0
793,1763231.0
794,3410878.0
795,2058644.0
796,2344689.0
797,1270499.0
798,9652350.0
799,2371202.0
800,9652350.0
801,4052733.0
802,3752885.0
803,2732645.0
804,1734634.0
805,5337526.0
806,2525375.0
807,3784230.0
808,7495092.0
809,1734634.0
810,6363241.0
811,2083447.0
812,5286212.0
813,2021934.0
814,2021934.0
815,2738052.0
816,2544857.0
817,2390534.0
818,3258837.0
819,4807746.0
820,9652350.0
821,3982767.0
822,4590423.0
823,3818055.0
824,5161370.0
825,5337526.0
826,2999068.0
827,3376145.0
828,5595267.0
829,7201784.0
830,8630682.0
831,4554237.0
832,3347767.0
833,5444227.0
834,5906596.0
835,2344689.0
836,1999097.0
837,5286212.0
838,2025297.0
839,4590423.0
840,2058644.0
841,9262754.0
842,5906596.0
843,3447890.0
844,3810007.0
845,4286645.0
846,3780019.0
847,5444227.0
848,3376145.0
849,3956086.0
850,3745135.0
851,7201784.0
852,3818055.0
853,4888774.0
854,3745135.0
855,4067566.0
856,4015749.0
857,5444227.0
858,2675511.0
859,7592272.0
860,1999097.0
861,4100886.0
862,3258837.0
863,2738052.0
864,4554237.0
865,3347767.0
866,1882131.0
867,6363241.0
868,3778621.0
869,3956086.0
870,4429512.0
871,3570392.0
872,3376145.0
873,3410878.0
874,2954086.0
875,2738052.0
876,4219263.0
877,3410878.0
878,2792031.0
879,3818055.0
880,2993069.0
881,4590423.0
882,4015749.0
883,2055379.0
884,3778621.0
885,5435276.0
886,3273041.0
887,3426169.0
888,3570392.0
889,4467728.0
890,4052733.0
891,1270499.0
892,4100886.0
893,8630682.0
894,5595267.0
895,2058644.0
896,1999097.0
897,7592272.0
898,4067566.0
899,4491607.0
900,1270499.0
901,13575224.0
902,1999097.0
903,2390534.0
904,2058644.0
905,3810007.0
906,2738052.0
907,3351383.0
908,9262754.0
909,3447890.0
910,5161370.0
911,9652350.0
912,4067566.0
913,5444227.0
914,4263629.0
915,6363241.0
916,1270499.0
917,5595267.0
918,3727364.0
919,3426169.0
920,3004429.0
921,2999068.0
922,2551252.0
923,4882985.0
924,5337526.0
925,2021934.0
926,2058644.0
927,3727364.0
928,4705945.0
929,6313221.0
930,3351383.0
931,2544857.0
932,4491607.0
933,4052733.0
934,4066618.0
935,3939804.0
936,3600467.0
937,3351383.0
938,5161370.0
939,7592272.0
940,2383840.0
941,2344689.0
942,3164972.0
943,6923131.0
944,3347767.0
945,2993069.0
946,3727364.0
947,2021934.0
948,5286212.0
949,2993069.0
950,3745135.0
951,6941173.0
952,1149870.0
953,3004429.0
954,5444227.0
955,4952255.0
956,3939804.0
957,3347767.0
958,4286645.0
959,3778621.0
960,6363241.0
961,3818055.0
962,4052733.0
963,5906596.0
964,3784230.0
965,2371202.0
966,4882985.0
967,7865428.0
968,3351383.0
969,1763231.0
970,3447890.0
971,1270499.0
972,1734634.0
973,4590423.0
974,1882131.0
975,3778621.0
976,5286212.0
977,4155435.0
978,3784230.0
979,6836483.0
980,4015749.0
981,3261924.0
982,4015749.0
983,3778621.0
984,16549064.0
985,4286645.0
986,3426169.0
987,2551252.0
988,7201784.0
989,6941173.0
990,16549064.0
991,1756069.0
992,2018785.0
993,8904084.0
994,2018785.0
995,4491607.0
996,8894598.0
997,5525735.0
998,3810007.0
999,6836483.0
1000,3818055.0
1001,2792031.0
1002,2021934.0
1003,3426169.0
1004,3028267.0
1005,3745135.0
1006,3410878.0
1007,2371202.0
1008,2083447.0
1009,4067566.0
1010,4590423.0
1011,2525375.0
1012,3753720.0
1013,4491607.0
1014,2525375.0
1015,4066618.0
1016,9652350.0
1017,4286645.0
1018,5595267.0
1019,9652350.0
1020,2383840.0
1021,3351383.0
1022,5435276.0
1023,6694797.0
1024,2999068.0
1025,2344689.0
1026,2551252.0
1027,3273041.0
1028,2390534.0
1029,1763231.0
1030,2156098.0
1031,9652350.0
1032,2025297.0
1033,2018785.0
1034,2675511.0
1035,3376145.0
1036,4136425.0
1037,1734634.0
1038,1734634.0
1039,6941173.0
1040,2344689.0
1041,7217634.0
1042,3261924.0
1043,4780607.0
1044,3351383.0
1045,3956086.0
1046,7201784.0
1047,4705945.0
1048,3004429.0
1049,4067566.0
1050,6782425.0
1051,2390534.0
1052,3261924.0
1053,1270499.0
1054,4100886.0
1055,1763231.0
1056,2390534.0
1057,4250553.0
1058,1882131.0
1059,4807746.0
1060,5337526.0
1061,8630682.0
1062,6313221.0
1063,3810007.0
1064,5435276.0
1065,4067566.0
1066,4052733.0
1067,5017319.0
1068,3258837.0
1069,2954086.0
1070,7201784.0
1071,2740687.0
1072,6782425.0
1073,3956086.0
1074,5444227.0
1075,4350573.0
1076,4590423.0
1077,2544857.0
1078,2371202.0
1079,4705945.0
1080,4067566.0
1081,4066618.0
1082,4264176.0
1083,4491607.0
1084,1763231.0
1085,1763231.0
1086,4052733.0
1087,1270499.0
1088,2390534.0
1089,3807496.0
1090,3903884.0
1091,7592272.0
1092,5435276.0
1093,2999068.0
1094,7217634.0
1095,3261924.0
1096,3753720.0
1097,8894598.0
1098,6363241.0
1099,2675511.0
1100,3745135.0
1101,2018785.0
1102,1763231.0
1103,5161370.0
1104,3248660.0
1105,1734634.0
1106,2993069.0
1107,7201784.0
1108,4015749.0
1109,2675511.0
1110,3376145.0
1111,9262754.0
1112,3956086.0
1113,3004429.0
1114,2371202.0
1115,3261924.0
1116,5435276.0
1117,4807746.0
1118,3818055.0
1119,2390534.0
1120,2018785.0
1121,1763231.0
1122,7201784.0
1123,3347767.0
1124,3745135.0
1125,3818055.0
1126,3939804.0
1127,5595267.0
1128,5966193.0
1129,5017319.0
1130,3982767.0
1131,7865428.0
1132,3778621.0
1133,7592272.0
1134,4780607.0
1135,2792031.0
1136,4350573.0
1137,2156098.0
1138,2344689.0
1139,1999097.0
1140,2383840.0
1141,4286645.0
1142,4952255.0
1143,1270499.0
1144,2738052.0
1145,4952497.0
1146,2675511.0
1147,1149870.0
1148,5444227.0
1149,6836483.0
1150,4052733.0
1151,2740687.0
1152,3818055.0
1153,4807746.0
1154,1763231.0
1155,3376145.0
1156,2544857.0
1157,3745135.0
1158,1149870.0
1159,4882985.0
1160,2675511.0
1161,3939804.0
1162,3727364.0
1163,4888774.0
1164,2675511.0
1165,3351383.0
1166,4250553.0
1167,8630682.0
1168,3261924.0
1169,2344689.0
1170,2021934.0
1171,4155435.0
1172,2792031.0
1173,5906596.0
1174,1270499.0
1175,5286212.0
1176,3778621.0
1177,4052733.0
1178,2551252.0
1179,4758476.0
1180,2551252.0
1181,5161370.0
1182,4705945.0
1183,6363241.0
1184,1734634.0
1185,2390534.0
1186,3903884.0
1187,2738052.0
1188,3347767.0
1189,5525735.0
1190,5525735.0
1191,3347767.0
1192,3939804.0
1193,3008199.0
1194,3347767.0
1195,2018785.0
1196,8213524.0
1197,2267425.0
1198,3273041.0
1199,1734634.0
1200,4052733.0
1201,3778621.0
1202,6363241.0
1203,3810007.0
1204,3426169.0
1205,6363241.0
1206,5444227.0
1207,2371202.0
1208,2383840.0
1209,5444227.0
1210,2544857.0
1211,16549064.0
1212,2544857.0
1213,4100886.0
1214,3570392.0
1215,4100886.0
1216,4136425.0
1217,3745135.0
1218,7217634.0
1219,5966193.0
1220,2364478.0
1221,5444227.0
1222,3939804.0
1223,5161370.0
1224,2021934.0
1225,3982767.0
1226,3818055.0
1227,3347767.0
1228,4067566.0
1229,4052733.0
1230,3727364.0
1231,3351383.0
1232,3410878.0
1233,7865428.0
1234,3727364.0
1235,2055379.0
1236,4888774.0
1237,3376145.0
1238,2675511.0
1239,3351383.0
1240,4882985.0
1241,3273041.0
1242,3727364.0
1243,3258837.0
1244,2058644.0
1245,3982767.0
1246,3445076.0
1247,3727364.0
1248,7495092.0
1249,2390534.0
1250,3410878.0
1251,3351383.0
1252,3956086.0
1253,3818055.0
1254,3753720.0
1255,3452382.0
1256,2267425.0
1257,4705945.0
1258,7592272.0
1259,1999097.0
1260,3778621.0
1261,4807746.0
1262,4136425.0
1263,2344689.0
1264,4350573.0
1265,4263629.0
1266,2383840.0
1267,4554237.0
1268,2083447.0
1269,8894598.0
1270,1619683.0
1271,4554237.0
1272,6313221.0
1273,2792031.0
1274,8894598.0
1275,3982767.0
1276,3376145.0
1277,6412623.0
1278,3351383.0
1279,1270499.0
1280,6412623.0
1281,3351383.0
1282,4015749.0
1283,1734634.0
1284,3903884.0
1285,5653753.0
1286,3261924.0
1287,4250553.0
1288,4554237.0
1289,2371202.0
1290,3347767.0
1291,1999097.0
1292,6694797.0
1293,6313221.0
1294,6941173.0
1295,2021934.0
1296,1270499.0
1297,2058644.0
1298,4155435.0
1299,4429512.0
1300,2390534.0
1301,2544857.0
1302,6313221.0
1303,3727364.0
1304,3347767.0
1305,4807746.0
1306,3780019.0
1307,2390534.0
1308,6694797.0
1309,3004429.0
1310,6836483.0
1311,4888774.0
1312,5286212.0
1313,2738052.0
1314,6836483.0
1315,5161370.0
1316,5337526.0
1317,2525375.0
1318,3778621.0
1319,3445076.0
1320,3903884.0
1321,1734634.0
1322,8904084.0
1323,3570392.0
1324,2344689.0
1325,7201784.0
1326,7201784.0
1327,5444227.0
1328,4952255.0
1329,3426169.0
1330,7217634.0
1331,3351383.0
1332,2675511.0
1333,1149870.0
1334,3261924.0
1335,1149870.0
1336,1756069.0
1337,3248660.0
1338,1270499.0
1339,1904842.0
1340,3778621.0
1341,4100886.0
1342,3939804.0
1343,2083447.0
1344,16549064.0
1345,2083447.0
1346,3351383.0
1347,2344689.0
1348,7201784.0
1349,4429512.0
1350,4807746.0
1351,3727364.0
1352,7201784.0
1353,6782425.0
1354,3982767.0
1355,3376145.0
1356,3956086.0
1357,4952255.0
1358,7201784.0
1359,2371202.0
1360,3871344.0
1361,7865428.0
1362,2371202.0
1363,3818055.0
1364,2675511.0
1365,5286212.0
1366,6694797.0
1367,2544857.0
1368,7201784.0
1369,5444227.0
1370,4952255.0
1371,3818055.0
1372,16549064.0
1373,7865428.0
1374,3004429.0
1375,3164972.0
1376,4067566.0
1377,2371202.0
1378,3784230.0
1379,4491607.0
1380,4052733.0
1381,6412623.0
1382,5595267.0
1383,2344689.0
1384,3028267.0
1385,4350573.0
1386,4952497.0
1387,1270499.0
1388,4952255.0
1389,2371202.0
1390,3410878.0
1391,3008199.0
1392,2675511.0
1393,4554237.0
1394,1882131.0
1395,2383840.0
1396,7592272.0
1397,4491607.0
1398,3956086.0
1399,3351383.0
1400,7865428.0
1401,9652350.0
1402,2525375.0
1403,4467728.0
1404,2738052.0
1405,3784230.0
1406,1734634.0
1407,5653753.0
1408,2390534.0
1409,13575224.0
1410,3727364.0
1411,2740687.0
1412,6923131.0
1413,3818055.0
1414,5161370.0
1415,5435276.0
1416,4554237.0
1417,4250758.0
1418,4491607.0
1419,1149870.0
1420,6836483.0
1421,7201784.0
1422,3753720.0
1423,3818055.0
1424,1734634.0
1425,4780607.0
1426,1763231.0
1427,3982767.0
1428,3351383.0
1429,4316715.0
1430,3347767.0
1431,3778621.0
1432,2344689.0
1433,7592272.0
1434,1763231.0
1435,7495092.0
1436,4651866.0
1437,2954086.0
1438,1270499.0
1439,3347767.0
1440,4491607.0
1441,4250553.0
1442,1756069.0
1443,4136425.0
1444,2344689.0
1445,4780607.0
1446,3818055.0
1447,2738052.0
1448,4780607.0
1449,3410878.0
1450,4052733.0
1451,5017319.0
1452,5444227.0
1453,4888774.0
1454,4052733.0
1455,3982767.0
1456,3745135.0
1457,1763231.0
1458,8630682.0
1459,4491607.0
1460,3452382.0
1461,2371202.0
1462,5444227.0
1463,8213524.0
1464,3447890.0
1465,6694797.0
1466,3258837.0
1467,4052733.0
1468,5286212.0
1469,1149870.0
1470,7201784.0
1471,3982767.0
1472,4155435.0
1473,1763231.0
1474,3028267.0
1475,3745135.0
1476,4350573.0
1477,3778621.0
1478,5435276.0
1479,2058644.0
1480,3982767.0
1481,2390534.0
1482,6313221.0
1483,1149870.0
1484,6694797.0
1485,5444227.0
1486,2390534.0
1487,5461700.0
1488,2740687.0
1489,6941173.0
1490,3376145.0
1491,4888774.0
1492,5444227.0
1493,3903884.0
1494,8630682.0
1495,3347767.0
1496,4052733.0
1497,3570392.0
1498,3351383.0
1499,1756069.0
1500,2738052.0
1501,1149870.0
1502,7201784.0
1503,3410878.0
1504,13575224.0
1505,4286645.0
1506,2993069.0
1507,5435276.0
1508,2544857.0
1509,5525735.0
1510,3199619.0
1511,6941173.0
1512,4554237.0
1513,3810007.0
1514,3784230.0
1515,5906596.0
1516,2058644.0
1517,3028267.0
1518,3903884.0
1519,16549064.0
1520,3818055.0
1521,2675511.0
1522,4052733.0
1523,2999068.0
1524,2544857.0
1525,9262754.0
1526,4952255.0
1527,1149870.0
1528,2738052.0
1529,3780019.0
1530,2371202.0
1531,3410878.0
1532,2390534.0
1533,2021934.0
1534,5017319.0
1535,4052733.0
1536,3752885.0
1537,3570392.0
1538,4467728.0
1539,7201784.0
1540,5444227.0
1541,1999097.0
1542,3939804.0
1543,4052733.0
1544,16549064.0
1545,4491607.0
1546,3753720.0
1547,1763231.0
1548,4100886.0
1549,3982767.0
1550,3028267.0
1551,2021934.0
1552,3600467.0
1553,3753720.0
1554,6941173.0
1555,9652350.0
1556,5906596.0
1557,4136425.0
1558,5444227.0
1559,7592272.0
1560,6941173.0
1561,3727364.0
1562,3004429.0
1563,3570392.0
1564,7592272.0
1565,6782425.0
1566,3351383.0
1567,19696939.0
1568,2083447.0
1569,4952255.0
1570,3351383.0
1571,1734634.0
1572,4705945.0
1573,5444227.0
1574,2993069.0
1575,1149870.0
1576,4554237.0
1577,5444227.0
1578,3351383.0
1579,4554237.0
1580,2371202.0
1581,2792031.0
1582,4015749.0
1583,5444227.0
1584,2390534.0
1585,5017319.0
1586,3376145.0
1587,4705945.0
1588,3753720.0
1589,5595267.0
1590,6694797.0
1591,1270499.0
1592,4100886.0
1593,4100886.0
1594,16549064.0
1595,3903884.0
1596,3351383.0
1597,6363241.0
1598,4780607.0
1599,6412623.0
1600,9652350.0
1601,3351383.0
1602,4780607.0
1603,3939804.0
1604,5906596.0
1605,2999068.0
1606,3778621.0
1607,3818055.0
1608,2551252.0
1609,3784230.0
1610,5017319.0
1611,7201784.0
1612,2083447.0
1613,2021934.0
1614,2525375.0
1615,4467728.0
1616,1756069.0
1617,2675511.0
1618,4155435.0
1619,3410878.0
1620,4066618.0
1621,3248660.0
1622,4015749.0
1623,4350573.0
1624,3426169.0
1625,6782425.0
1626,3752885.0
1627,4491607.0
1628,5444227.0
1629,4780607.0
1630,1619683.0
1631,6923131.0
1632,3347767.0
1633,5906596.0
1634,7592272.0
1635,2954086.0
1636,6941173.0
1637,3410878.0
1638,1763231.0
1639,4286645.0
1640,2021934.0
1641,6923131.0
1642,4780607.0
1643,2551252.0
1644,3004429.0
1645,5595267.0
1646,5525735.0
1647,8630682.0
1648,1882131.0
1649,4015749.0
1650,3426169.0
1651,4100886.0
1652,1734634.0
1653,3008199.0
1654,1882131.0
1655,6694797.0
1656,5286212.0
1657,4067566.0
1658,4350573.0
1659,5595267.0
1660,4350573.0
1661,6941173.0
1662,4807746.0
1663,7592272.0
